X1 kernel_area,X2 kernel_length,Wheat Varieties,Normalized X1 kernel_area,Normalized X2 kernel_length
18.3,"5,962", Rosa ,0.31858446872611200,0.09450904306525270
18.94,"5,949", Rosa ,0.37901884077521500,0.09250655998623470
15.38,"5,795", Rosa ,0.04285264625207960,0.06878483735786790
16.16,"5,795", Rosa ,0.11650703718692400,0.06878483735786790
15.56,"5,847", Rosa ,0.059849813390889800,0.0767947696739398
15.38,"5,439", Rosa ,0.04285264625207960,0.013947608424760000
17.36,"5,971", Rosa ,0.2298214847789920,0.09589537750457290
15.57,"5,879", Rosa ,0.06079410045415700,0.08172395879152250
15.6,"5,752", Rosa ,0.06362696164395870,0.062161239481116100
16.23,"5,922", Rosa ,0.12311704662979400,0.08834755666827430
13.07,"5,395", Canadian ,-0.17527766536265100,0.0071699733880838000
13.34,"5,307", Canadian ,-0.14978191465443600,-0.006385296685268700
12.22,"5,221", Canadian ,-0.2555420657403660,-0.019632492438772300
11.82,"5,178", Canadian ,-0.29331354827105500,-0.026256090315524100
11.21,"5,275", Canadian ,-0.3509150591303570,-0.011314485802851400
11.43,"5,132", Canadian ,-0.33014074373847800,-0.033341799672049200
12.49,"5,002", Canadian ,-0.2300463150321510,-0.05336663046222910
12.7,"5,316", Canadian ,-0.210216286703539,-0.004998962245948560
10.79,"5,194", Canadian ,-0.3905751157875810,-0.0237914957567327
11.83,"5,307", Canadian ,-0.2923692612077880,-0.006385296685268700
11.18,"5,001", Canadian ,-0.3537479203201580,-0.05352066762215350
11.36,"5,263", Canadian ,-0.33675075318134800,-0.01316293172194500
11.19,"5,219", Canadian ,-0.3528036332568910,-0.019940566758621200
11.34,"5,003", Canadian ,-0.33863932730788300,-0.053212593302304600
12.54,"5,491", Canadian ,-0.22532487971581500,0.021957540740832000
12.02,"5,308", Canadian ,-0.27442780700571100,-0.00623125952534424
12.05,"5,046", Canadian ,-0.27159494581590900,-0.04658899542555280
12.55,"5,176", Canadian ,-0.22438059265254700,-0.026564164635373000
11.14,"5,049", Canadian ,-0.3575250685732270,-0.04612688394577940
12.1,"5,056", Canadian ,-0.266873510499573,-0.045048623826308200
12.15,"5,338", Canadian ,-0.26215207518323700,-0.0016101447276104300
11.35,"5,132", Canadian ,-0.33769504024461500,-0.033341799672049200
11.24,"5,088", Canadian ,-0.34808219794055500,-0.040119434708725500
11.02,"5,163", Canadian ,-0.3688565133324340,-0.028566647714391000
11.55,"4,956", Canadian ,-0.3188092989792710,-0.060452339818754200
11.4,"5,089", Canadian ,-0.3329736049282790,-0.03996539754880100
10.83,"5,185", Canadian ,-0.38679796753451200,-0.025177830196052800
10.8,"5,063", Canadian ,-0.3896308287243130,-0.04397036370683700
11.26,"5,092", Canadian ,-0.3461936238140210,-0.03950328606902760
10.74,"4,963", Canadian ,-0.39529655110391700,-0.059374079699283
11.48,"5,002", Canadian ,-0.32541930842214100,-0.05336663046222910
12.21,"5,178", Canadian ,-0.2564863528036330,-0.026256090315524100
11.41,"4,825", Canadian ,-0.332029317865012,-0.08063120776885850
12.46,"5,147", Canadian ,-0.23287917622195200,-0.03103124227318230
12.19,"5,158", Canadian ,-0.2583749269301680,-0.02933683351401330
11.65,"5,135", Canadian ,-0.3093664283465980,-0.03287968819227590
12.89,"5,316", Canadian ,-0.19227483250146100,-0.004998962245948560
11.56,"5,182", Canadian ,-0.31786501191600300,-0.025639941675826200
11.81,"5,352", Canadian ,-0.29425783533432300,0.0005463755113320080
10.91,"4,956", Canadian ,-0.3792436710283740,-0.060452339818754200
11.23,"4,957", Canadian ,-0.34902648500382200,-0.06029830265882980
10.59,"4,794", Canadian ,-0.4094608570529250,-0.08540635972651680
10.93,"5,045", Canadian ,-0.37735509690183900,-0.04674303258547730
11.27,"5,001", Canadian ,-0.3452493367507530,-0.05352066762215350
11.87,"5,132", Canadian ,-0.28859211295471900,-0.033341799672049200
10.82,"5,089", Canadian ,-0.3877422545977790,-0.03996539754880100
12.11,"5,012", Canadian ,-0.26592922343630600,-0.051826258862984500
12.8,"4,914", Canadian ,-0.20077341607086700,-0.06692190053558160
12.79,"4,958", Canadian ,-0.20171770313413400,-0.06014426549890530
13.37,"5,091", Canadian ,-0.14694905346463400,-0.0396573232289521
12.62,"5,231", Canadian ,-0.21777058320967700,-0.018092120839527700
12.38,"5,045", Canadian ,-0.24043347272809000,-0.04674303258547730
12.67,"4,745", Canadian ,-0.21304914789334100,-0.09295418056281530
11.18,"4,828", Canadian ,-0.3537479203201580,-0.08016909628908510
12.37,"5,001", Canadian ,-0.2413777597913580,-0.05352066762215350
11.23,"5,003", Canadian ,-0.34902648500382200,-0.053212593302304600
13.2,"5,056", Canadian ,-0.16300193354017700,-0.045048623826308200
11.84,"5,044", Canadian ,-0.291424974144521,-0.046897069745401700
12.3,"5,063", Canadian ,-0.2479877692342280,-0.04397036370683700
